dept,course,term,section,rec_course,rec_inst,eval_rate,enroll,evals,expected_grade,received_grade,study_wk,difficulty,amount_learned,attendance,start,duration
CENG,101B,WI17,A,0.98,0.92,0.8415841584158416,101,85,3.42,3.08,7.62,4.05,4.27,2.84,15.0,0.8333333333333334
CENG,102,WI17,A,0.96,0.99,0.8518518518518519,108,92,3.57,3.42,8.39,4.08,4.58,2.99,11.0,0.8333333333333334
CENG,114,WI17,A,0.79,0.86,0.9009009009009009,111,100,3.35,2.99,6.26,3.8,3.87,2.35,9.5,1.3333333333333333
CENG,124A,WI17,A,0.37,0.65,0.5550847457627118,236,131,3.48,3.68,4.37,2.84,2.44,2.13,13.0,0.8333333333333334
CENG,124A,WI17,A,0.36,0.38,0.5550847457627118,236,131,3.48,3.68,4.38,2.84,2.38,2.14,13.0,0.8333333333333334
CENG,15,WI17,A,0.91,0.88,0.7555555555555555,45,34,3.56,3.11,5.21,2.94,4.38,2.68,12.5,1.3333333333333333
CENG,176A,WI17,A,0.95,0.95,0.7238805970149254,134,97,3.51,3.54,8.01,,,,12.5,1.3333333333333333
CENG,176A,WI17,A,0.93,0.96,0.753731343283582,134,101,3.5,3.54,8.05,,,,12.5,1.3333333333333333
CENG,176A,WI17,A,0.95,0.95,0.7164179104477612,134,96,3.51,3.54,7.97,,,,12.5,1.3333333333333333
CENG,176A,WI17,A,0.95,0.92,0.6940298507462687,134,93,3.51,,7.96,,,,12.5,1.3333333333333333
CENG,176A,WI17,A,0.95,0.86,0.6940298507462687,134,93,3.51,3.54,7.96,,,,12.5,1.3333333333333333
CENG,176A,WI17,A,0.95,0.91,0.6940298507462687,134,93,3.51,3.54,7.96,,,,12.5,1.3333333333333333
CENG,176A,WI17,B,0.96,0.95,0.5784313725490197,102,59,3.65,3.54,8.98,,,,17.0,1.3333333333333333
CENG,176A,WI17,B,0.97,1.0,0.5980392156862745,102,61,3.64,3.54,9.01,,,,17.0,1.3333333333333333
CENG,176A,WI17,B,0.96,0.96,0.5784313725490197,102,59,3.64,3.54,9.07,,,,17.0,1.3333333333333333
CENG,176A,WI17,B,0.96,0.93,0.5784313725490197,102,59,3.64,,9.07,,,,17.0,1.3333333333333333
CENG,176A,WI17,B,0.96,0.93,0.5784313725490197,102,59,3.64,3.54,9.07,,,,17.0,1.3333333333333333
CENG,176A,WI17,B,0.96,0.98,0.5784313725490197,102,59,3.64,3.54,9.07,,,,17.0,1.3333333333333333
CENG,1,FA16,A,0.69,0.85,0.52,25,13,4.0,0.0,0.96,2.3,4.0,3.0,17.0,0.8333333333333334
CENG,100,FA16,B,0.89,0.75,0.4794520547945205,146,70,3.73,3.7,5.92,3.41,3.94,2.97,10.0,0.8333333333333334
CENG,101A,FA16,A,0.96,0.68,0.45454545454545453,176,80,3.34,3.15,11.91,4.6,4.43,2.73,9.5,1.3333333333333333
CENG,120,FA16,A,0.92,0.94,0.8975409836065574,244,219,3.35,3.13,9.05,3.94,4.23,2.93,15.0,0.8333333333333334
CENG,122,FA16,A,0.91,0.97,0.8242677824267782,239,197,3.21,3.02,9.28,4.39,4.24,2.95,15.5,1.3333333333333333
CENG,15,FA16,A,0.88,0.94,1.0,17,17,3.18,2.99,7.56,3.94,4.31,2.69,9.5,1.3333333333333333
CENG,15,FA16,B,0.88,0.94,0.9411764705882353,17,16,3.27,2.99,7.0,3.75,4.31,2.88,11.0,1.3333333333333333
CENG,15,FA16,C,1.0,1.0,0.8571428571428571,14,12,3.25,2.99,8.17,3.67,4.42,3.0,14.0,1.3333333333333333
CENG,4,FA16,A,1.0,1.0,0.660377358490566,53,35,4.0,0.0,0.62,,,,16.0,0.8333333333333334
CENG,101C,SP16,A,0.76,0.51,0.3968253968253968,252,100,2.99,2.94,9.49,4.29,3.56,2.5,11.0,1.3333333333333333
CENG,113,SP16,A,0.92,0.98,0.8913043478260869,138,123,3.13,3.1,9.09,4.31,4.14,2.85,12.0,0.8333333333333334
CENG,124B,SP16,A,0.61,0.35,0.5492227979274611,193,106,3.71,3.68,5.26,3.1,3.23,1.69,8.0,1.3333333333333333
CENG,124B,SP16,A,0.61,0.95,0.5492227979274611,193,106,3.71,3.68,5.26,3.1,3.23,1.7,8.0,1.3333333333333333
CENG,157,SP16,A,1.0,1.0,0.5072463768115942,69,35,3.52,3.43,5.1,3.63,4.3,2.87,10.0,0.8333333333333334
CENG,176B,SP16,A,1.0,0.99,0.75,136,102,3.73,3.65,7.01,,,,12.5,1.3333333333333333
CENG,176B,SP16,A,1.0,0.93,0.7205882352941176,136,98,3.73,3.65,7.16,,,,12.5,1.3333333333333333
CENG,176B,SP16,A,1.0,0.91,0.7132352941176471,136,97,3.73,3.65,7.18,,,,12.5,1.3333333333333333
CENG,176B,SP16,A,1.0,0.89,0.7132352941176471,136,97,3.73,3.65,7.16,,,,12.5,1.3333333333333333
CENG,176B,SP16,B,0.95,0.98,0.6949152542372882,59,41,3.78,3.81,7.62,,,,17.0,1.3333333333333333
CENG,176B,SP16,B,0.95,0.93,0.6949152542372882,59,41,3.78,3.81,7.62,,,,17.0,1.3333333333333333
CENG,176B,SP16,B,0.95,0.95,0.6779661016949152,59,40,3.78,3.81,7.7,,,,17.0,1.3333333333333333
CENG,176B,SP16,B,0.95,0.9,0.6779661016949152,59,40,3.78,3.81,7.7,,,,17.0,1.3333333333333333
CENG,176B,SP16,B,0.95,0.95,0.6779661016949152,59,40,3.78,3.81,7.7,,,,17.0,1.3333333333333333
CENG,101B,WI16,A,0.89,0.79,0.5291828793774319,257,136,3.44,3.51,6.92,3.86,3.79,2.8,15.0,0.8333333333333334
CENG,102,WI16,A,0.98,0.99,0.9411764705882353,136,128,3.46,3.31,7.86,3.67,4.52,2.98,15.5,1.3333333333333333
CENG,114,WI16,A,0.77,0.79,0.8524590163934426,183,156,3.26,3.05,6.73,3.86,3.72,2.51,9.5,1.3333333333333333
CENG,124A,WI16,A,0.58,0.18,0.5670103092783505,194,110,3.4,3.5,5.67,3.3,2.64,2.2,13.0,0.8333333333333334
CENG,124A,WI16,A,0.58,0.98,0.5721649484536082,194,111,3.42,3.5,5.72,3.29,2.66,2.22,13.0,0.8333333333333334
CENG,134,WI16,A,0.94,1.0,0.4444444444444444,72,32,3.52,3.41,6.22,3.76,4.3,2.62,10.0,0.8333333333333334
CENG,176A,WI16,A,0.98,1.0,0.6617647058823529,136,90,3.61,3.61,8.54,,,,12.5,1.3333333333333333
CENG,176A,WI16,A,0.98,0.92,0.6323529411764706,136,86,3.58,3.61,8.48,,,,12.5,1.3333333333333333
CENG,176A,WI16,A,0.98,0.94,0.6176470588235294,136,84,3.56,3.61,8.4,,,,12.5,1.3333333333333333
CENG,176A,WI16,B,0.98,0.96,0.75,60,45,3.53,3.61,9.03,,,,9.0,2.8333333333333335
CENG,176A,WI16,B,0.98,0.86,0.7166666666666667,60,43,3.51,3.61,8.73,,,,9.0,2.8333333333333335
CENG,176A,WI16,B,0.98,0.88,0.7166666666666667,60,43,3.51,3.61,8.73,,,,9.0,2.8333333333333335
CENG,1,FA15,A,0.81,0.92,0.4930555555555556,144,71,3.59,0.0,1.2,2.39,3.64,2.97,17.0,0.8333333333333334
CENG,100,FA15,A,0.59,0.01,0.672316384180791,177,119,2.55,2.71,7.98,3.89,1.96,2.36,9.0,0.8333333333333334
CENG,101A,FA15,A,0.85,0.91,0.8109452736318408,201,163,3.19,2.99,12.08,4.47,4.26,2.56,9.5,1.3333333333333333
CENG,101A,FA15,A,0.84,0.64,0.8520408163265306,196,167,3.18,2.99,12.01,4.49,4.25,2.55,9.5,1.3333333333333333
CENG,101A,FA15,B,0.88,0.99,0.8695652173913043,115,100,3.18,3.04,12.7,4.49,4.45,2.94,14.0,0.8333333333333334
CENG,120,FA15,A,0.92,0.97,0.8917525773195877,194,173,3.32,3.23,9.23,4.11,4.07,2.92,17.0,0.8333333333333334
CENG,122,FA15,A,0.91,0.94,0.895,200,179,3.08,3.11,9.71,4.44,4.03,2.89,8.0,1.3333333333333333
CENG,15,FA15,A,0.77,0.74,0.5636363636363636,55,31,3.55,3.27,4.76,3.43,3.93,2.71,15.5,1.3333333333333333
CENG,15,FA15,B,0.92,0.81,0.46774193548387094,62,29,3.42,3.27,5.73,3.42,4.16,2.71,12.5,1.3333333333333333
CENG,4,FA15,A,1.0,1.0,0.7647058823529411,17,13,4.0,,0.5,,,,16.0,0.8333333333333334
CENG,101C,SP15,A,0.91,0.81,0.3480392156862745,204,71,3.52,3.02,6.74,3.7,3.95,2.79,15.5,1.3333333333333333
CENG,113,SP15,A,0.87,0.96,0.924187725631769,277,256,3.31,2.96,10.84,4.48,4.17,2.94,14.0,0.8333333333333334
CENG,124B,SP15,A,0.84,0.8,0.7209302325581395,129,93,3.68,3.64,6.46,3.47,3.46,2.18,9.5,1.3333333333333333
CENG,176B,SP15,A,0.96,0.99,0.9461538461538461,130,123,3.72,3.86,7.54,,,,12.5,1.3333333333333333
CENG,176B,SP15,A,0.96,0.97,0.9230769230769231,130,120,3.72,3.86,7.57,,,,12.5,1.3333333333333333
CENG,176B,SP15,A,0.96,0.86,0.9153846153846154,130,119,3.72,3.86,7.54,,,,12.5,1.3333333333333333
CENG,101B,WI15,A,0.88,0.7,0.45320197044334976,203,92,3.33,3.1,6.07,3.78,3.64,2.8,16.0,0.8333333333333334
CENG,102,WI15,A,0.97,0.98,0.947565543071161,267,253,3.51,3.31,8.61,4.06,4.49,2.96,15.0,0.8333333333333334
CENG,114,WI15,A,0.78,0.7,0.9130434782608695,69,63,3.13,2.92,7.22,4.03,3.8,2.25,8.0,0.8333333333333334
CENG,124A,WI15,A,0.91,0.98,0.9147286821705426,129,118,3.53,3.69,10.08,4.11,3.99,2.64,11.0,1.3333333333333333
CENG,134,WI15,A,0.88,0.94,0.48484848484848486,66,32,3.52,3.2,5.75,3.84,4.33,2.91,10.0,0.8333333333333334
CENG,15,WI15,A,0.91,0.65,0.41818181818181815,55,23,3.45,3.19,5.63,3.13,3.91,2.91,12.0,0.8333333333333334
CENG,176A,WI15,A,0.94,0.98,0.9384615384615385,130,122,3.45,3.69,9.77,,,,12.5,1.3333333333333333
CENG,176A,WI15,A,0.94,0.88,0.9076923076923077,130,118,3.45,3.69,9.74,,,,12.5,1.3333333333333333
CENG,176A,WI15,A,0.94,0.86,0.9230769230769231,130,120,3.45,3.69,9.74,,,,12.5,1.3333333333333333
CCS,101,WI22,A,0.91,0.82,0.3235294117647059,34,11,4.0,4.0,0.68,1.45,3.64,2.91,12.5,1.8333333333333333
CCS,123,WI22,A,0.9,0.9,0.47619047619047616,21,10,4.0,4.0,3.7,2.5,4.7,3.0,11.0,1.3333333333333333
CCS,102,FA21,A,0.77,0.92,0.4827586206896552,29,14,4.0,4.0,0.64,1.64,3.57,2.86,13.5,1.8333333333333333
CCS,101,WI21,A,1.0,1.0,0.4827586206896552,29,14,4.0,3.93,2.36,2.0,4.36,2.79,16.5,2.0
CCS,123,WI21,A,1.0,1.0,0.2857142857142857,14,4,4.0,3.88,2.0,2.5,4.25,3.0,11.0,1.3333333333333333
CCS,102,FA20,A,1.0,1.0,0.7222222222222222,18,13,4.0,3.89,1.42,2.5,4.54,3.0,13.5,2.0
CCS,101,WI20,A,1.0,1.0,0.5714285714285714,14,8,3.86,3.9,2.75,2.5,4.5,3.0,13.0,1.8333333333333333
CCS,102,FA19,A,1.0,0.57,0.30434782608695654,23,7,3.67,3.64,1.93,2.43,3.57,3.0,13.0,2.0
CAT,125,SP22,A,0.89,0.89,0.359375,128,46,3.87,3.62,2.33,1.89,3.35,2.2,17.0,1.8333333333333333
CAT,125R,SP22,A,0.9,0.94,0.368,250,92,3.76,3.5,4.57,2.77,3.7,2.68,9.0,0.8333333333333334
CAT,3,SP22,A,0.84,0.94,0.5564853556485355,239,133,3.8,3.85,3.55,2.79,3.67,1.97,9.5,1.3333333333333333
CAT,3,SP22,B,0.58,0.74,0.5628140703517588,199,112,3.68,3.5,3.66,2.87,2.99,2.66,11.0,1.3333333333333333
CAT,3,SP22,C,1.0,1.0,0.7333333333333333,30,22,3.74,3.69,6.6,2.95,4.33,2.95,10.0,0.8333333333333334
CAT,3,SP22,D,0.73,0.93,0.4622222222222222,225,104,3.73,3.79,3.31,2.62,3.3,2.54,10.0,0.8333333333333334
CAT,3,SP22,E,0.8,0.92,0.7769516728624535,269,209,3.75,3.69,3.2,2.63,3.22,2.28,14.0,0.8333333333333334
CAT,124,WI22,A,0.75,0.75,0.3333333333333333,12,4,4.0,,2.5,1.75,3.5,3.0,14.0,1.8333333333333333
CAT,125,WI22,A,0.75,0.71,0.6692913385826772,127,85,3.9,3.69,3.18,2.17,3.31,2.53,17.0,1.8333333333333333
CAT,125R,WI22,A,0.91,0.98,0.47540983606557374,244,116,3.77,3.46,4.41,2.51,3.78,2.75,9.0,0.8333333333333334
CAT,2,WI22,A,0.77,0.91,0.6940298507462687,268,186,3.54,3.59,4.25,3.19,3.38,2.43,11.0,1.3333333333333333
CAT,2,WI22,B,0.88,0.96,0.8947368421052632,266,238,3.74,3.7,4.05,2.89,3.74,2.92,10.0,0.8333333333333334
CAT,2,WI22,D,0.81,0.92,0.580952380952381,210,122,3.63,3.61,4.13,3.12,3.95,2.71,13.0,0.8333333333333334
CAT,1,FA21,A,0.58,0.47,0.6296296296296297,270,170,3.41,3.42,3.21,2.99,3.12,2.16,12.0,0.8333333333333334
CAT,1,FA21,B,0.89,0.96,0.9338235294117647,272,254,3.63,3.63,3.5,2.7,3.61,2.96,11.0,1.3333333333333333
CAT,1,FA21,C,0.94,0.99,0.6751054852320675,237,160,3.71,3.77,3.33,2.61,3.54,2.82,9.0,0.8333333333333334
CAT,1,FA21,D,0.56,0.58,0.6835443037974683,237,162,3.4,3.31,3.41,3.14,3.14,2.23,9.5,1.3333333333333333
CAT,124,FA21,A,1.0,1.0,0.7692307692307693,13,10,3.71,3.59,5.17,2.89,4.11,3.0,13.5,1.8333333333333333
CAT,125,FA21,A,0.88,0.97,0.7619047619047619,252,192,3.68,3.51,4.05,2.47,3.79,2.68,11.0,0.8333333333333334
CAT,125R,FA21,A,0.83,0.96,0.5510204081632653,245,135,3.72,3.51,3.97,2.63,3.58,2.76,9.0,0.8333333333333334
CAT,125,SP21,A,0.9,0.97,0.43902439024390244,164,72,3.84,3.59,4.47,2.65,3.88,2.72,10.0,0.8333333333333334
CAT,125,SP21,B,0.92,0.98,0.84,75,63,3.83,3.59,3.33,2.38,3.65,2.71,14.0,0.8333333333333334
CAT,125R,SP21,A,0.91,0.97,0.4685714285714286,175,82,3.76,3.67,4.02,2.54,3.72,2.87,9.0,0.8333333333333334
CAT,3,SP21,A,0.79,0.92,0.9276595744680851,235,218,3.69,3.85,4.22,3.19,3.8,2.29,14.0,1.3333333333333333
CAT,3,SP21,B,0.94,0.99,0.9004149377593361,241,217,3.83,3.9,4.27,2.73,4.0,2.84,11.0,0.8333333333333334
CAT,3,SP21,C,0.75,0.76,0.5433526011560693,173,94,3.71,3.73,3.82,2.84,3.52,2.81,11.0,1.3333333333333333
CAT,3,SP21,D,0.79,0.89,0.46919431279620855,211,99,3.78,3.79,4.67,2.81,4.15,2.82,9.0,0.8333333333333334
CAT,3,SP21,D,0.79,0.85,0.46919431279620855,211,99,3.78,3.79,4.67,2.81,4.15,2.82,9.0,0.8333333333333334
CAT,125,WI21,A,0.9,0.96,0.8255813953488372,172,142,3.65,3.29,4.36,2.38,3.85,2.82,11.0,0.8333333333333334
CAT,125R,WI21,A,0.89,0.98,0.875,192,168,3.75,3.74,4.42,2.67,3.88,2.87,9.0,0.8333333333333334
CAT,125R,WI21,B,0.87,0.94,0.375,184,69,3.77,3.63,4.59,2.56,3.83,2.75,9.0,0.8333333333333334
CAT,2,WI21,A,0.86,0.89,0.6367521367521367,234,149,3.57,3.52,4.39,3.14,3.74,2.36,11.0,0.8333333333333334
CAT,2,WI21,B,0.89,0.9,0.7637130801687764,237,181,3.69,3.79,4.4,3.02,3.78,2.36,15.5,1.3333333333333333
CAT,2,WI21,C,0.96,0.99,0.5555555555555556,207,115,3.63,3.55,5.08,3.17,4.02,2.85,9.0,0.8333333333333334
CAT,2,WI21,E,0.88,1.0,0.6192893401015228,197,122,3.72,3.66,4.26,2.81,3.84,2.63,11.0,1.3333333333333333
CAT,1,FA20,A,0.7,0.77,0.7023809523809523,168,118,3.44,3.33,4.07,2.89,3.38,2.47,9.0,0.8333333333333334
CAT,1,FA20,C,0.91,0.97,0.6391752577319587,291,186,3.51,3.59,4.94,3.2,3.83,2.77,13.0,0.8333333333333334
CAT,1,FA20,D,0.93,0.98,0.956140350877193,228,218,3.76,3.83,4.2,2.59,3.94,2.94,11.0,1.3333333333333333
CAT,1,FA20,E,0.72,0.82,0.6706586826347305,167,112,3.48,3.42,4.26,3.11,3.69,2.51,12.0,0.8333333333333334
CAT,125R,FA20,A,0.86,0.95,0.38144329896907214,194,74,3.79,3.64,4.06,2.49,3.78,2.88,9.0,0.8333333333333334
CAT,125R,FA20,B,0.88,0.97,0.5,194,97,3.82,3.71,4.63,2.64,3.69,2.76,9.0,0.8333333333333334
CAT,125,SP20,A,0.89,0.99,0.5033112582781457,151,76,3.74,3.68,4.28,2.74,3.8,2.82,11.0,0.8333333333333334
CAT,125,SP20,B,0.82,0.95,0.32786885245901637,122,40,3.64,3.71,3.9,2.45,3.7,2.8,17.0,1.8333333333333333
CAT,125R,SP20,A,0.91,0.97,0.3776595744680851,188,71,3.81,3.87,3.76,2.65,3.71,2.89,9.0,0.8333333333333334
CAT,3,SP20,A,0.95,0.96,0.37735849056603776,212,80,3.82,3.8,3.49,2.74,3.88,2.74,8.0,0.8333333333333334
CAT,3,SP20,B,0.92,0.99,0.631578947368421,247,156,3.73,3.85,3.18,2.72,3.66,2.48,11.0,1.3333333333333333
CAT,3,SP20,C,0.95,0.99,0.4264705882352941,272,116,3.84,3.82,3.46,2.63,3.8,2.62,12.0,0.8333333333333334
CAT,3,SP20,D,0.9,0.95,0.7936507936507936,252,200,3.77,3.9,4.42,2.86,3.85,2.73,9.5,1.3333333333333333
CAT,124,WI20,A,0.67,1.0,0.5,6,3,4.0,,2.5,3.33,5.0,3.0,13.0,1.8333333333333333
CAT,125,WI20,A,0.89,0.95,0.8571428571428571,196,168,3.78,3.81,2.9,2.06,3.63,2.92,11.0,0.8333333333333334
CAT,125R,WI20,A,0.85,0.94,0.3736842105263158,190,71,3.84,3.68,4.07,2.64,3.57,2.9,9.0,0.8333333333333334
CAT,2,WI20,A,0.76,0.8,0.5672514619883041,171,97,3.49,3.63,3.31,2.9,3.12,2.04,9.0,0.8333333333333334
CAT,2,WI20,B,0.69,0.63,0.5240641711229946,187,98,3.43,3.49,3.07,2.84,3.57,2.91,11.0,1.3333333333333333
CAT,2,WI20,C,0.89,0.91,0.5714285714285714,217,124,3.45,3.53,4.08,3.11,3.79,2.98,13.0,0.8333333333333334
CAT,2,WI20,D,0.79,0.77,0.47706422018348627,218,104,3.54,3.8,4.52,2.94,3.63,2.89,15.5,1.3333333333333333
CAT,2,WI20,E,0.79,0.84,0.8952879581151832,191,171,3.47,3.5,3.62,2.98,3.49,2.92,9.5,1.3333333333333333
CAT,1,FA19,A,0.76,0.8,0.6160714285714286,112,69,3.1,2.98,3.54,2.96,3.31,2.33,9.0,0.8333333333333334
CAT,1,FA19,B,0.67,0.64,0.5274261603375527,237,125,3.47,3.42,2.97,2.78,3.15,2.32,10.0,0.8333333333333334
CAT,1,FA19,C,0.73,0.96,0.6927710843373494,166,115,3.08,3.18,5.39,3.36,3.5,2.88,13.0,0.8333333333333334
CAT,1,FA19,D,0.84,0.87,0.6680672268907563,238,159,3.85,3.88,2.41,2.05,3.13,2.31,11.0,1.3333333333333333
CAT,1,FA19,E,0.63,0.8,0.6866359447004609,217,149,3.49,3.4,3.43,2.84,3.51,2.94,14.0,1.3333333333333333
CAT,125,FA19,A,0.75,0.93,0.40522875816993464,153,62,3.73,3.5,3.34,2.45,3.31,2.64,10.0,0.8333333333333334
CAT,125,FA19,B,0.87,0.94,0.42857142857142855,133,57,3.75,3.52,3.83,2.52,3.81,2.72,17.0,1.8333333333333333
CAT,125R,FA19,A,0.94,0.92,0.4117647058823529,187,77,3.87,3.78,3.94,2.63,3.49,2.97,9.0,0.8333333333333334
CAT,87,FA19,A,1.0,1.0,0.5714285714285714,7,4,,,0.5,1.33,3.5,3.0,14.0,1.8333333333333333
CAT,125,SP19,A,0.8,0.95,0.7604166666666666,192,146,3.59,3.41,3.6,2.49,3.48,2.7,13.0,0.8333333333333334
CAT,125R,SP19,A,0.87,0.94,0.4213197969543147,197,83,3.78,3.67,4.12,2.54,3.58,3.0,9.0,0.8333333333333334
CAT,3,SP19,A,0.77,0.76,0.8851351351351351,296,262,3.59,3.78,3.09,2.5,3.2,2.76,15.5,1.3333333333333333
CAT,3,SP19,B,0.79,0.97,0.5426356589147286,258,140,3.58,3.4,3.57,2.67,3.42,2.75,11.0,0.8333333333333334
CAT,3,SP19,C,0.59,0.84,0.5617021276595745,235,132,3.49,3.48,4.0,2.87,3.21,2.94,10.0,0.8333333333333334
CAT,3,SP19,D,0.8,0.88,0.9446640316205533,253,239,3.62,3.48,4.77,3.14,3.49,2.96,9.5,1.3333333333333333
CAT,87,SP19,A,1.0,1.0,0.75,12,9,,,2.25,,,,11.0,0.8333333333333334
CAT,124,WI19,A,1.0,1.0,0.42857142857142855,7,3,4.0,,5.83,3.67,4.33,3.0,13.0,1.8333333333333333
CAT,125,WI19,A,0.82,0.87,0.64,175,112,3.66,3.59,3.83,2.48,3.33,2.88,14.0,0.8333333333333334
CAT,125R,WI19,A,0.87,0.94,0.5274725274725275,182,96,3.79,3.73,3.76,2.63,3.49,2.99,9.0,0.8333333333333334
CAT,2,WI19,A,0.82,0.86,0.6532663316582915,199,130,3.47,3.49,3.69,2.77,3.72,2.96,15.5,1.3333333333333333
CAT,2,WI19,B,0.46,0.48,0.7388535031847133,157,116,3.31,3.23,4.64,3.54,3.28,2.97,11.0,0.8333333333333334
CAT,2,WI19,C,0.71,0.77,0.6871794871794872,195,134,3.2,3.03,4.36,3.26,3.38,2.97,10.0,0.8333333333333334
CAT,2,WI19,D,0.89,0.94,0.9486301369863014,292,277,3.52,3.47,4.67,3.01,3.74,2.98,9.5,1.3333333333333333
CAT,2,WI19,E,0.85,0.97,0.6358974358974359,195,124,3.5,3.49,4.12,3.15,3.51,2.9,15.0,0.8333333333333334
CAT,87,WI19,A,1.0,1.0,0.5,16,8,3.0,,2.0,,,,11.0,0.8333333333333334
CAT,1,FA18,A,0.86,0.96,0.6907216494845361,194,134,3.54,3.39,3.82,2.98,3.51,2.9,9.0,0.8333333333333334
CAT,1,FA18,B,0.9,0.95,0.9639175257731959,194,187,3.42,3.39,4.62,2.82,3.74,2.98,10.0,0.8333333333333334
CAT,1,FA18,C,0.56,0.8,0.901840490797546,163,147,3.4,3.55,4.31,3.14,3.23,3.0,14.0,0.8333333333333334
CAT,1,FA18,D,0.76,0.88,0.9588235294117647,170,163,3.49,3.56,3.56,2.79,3.41,2.97,9.5,1.3333333333333333
CAT,1,FA18,E,0.65,0.74,0.7697368421052632,152,117,3.18,3.31,3.71,2.99,3.14,2.89,15.5,1.3333333333333333
CAT,1,FA18,F,0.81,0.98,0.994535519125683,183,182,3.57,3.54,4.18,2.93,3.83,2.9,8.0,0.8333333333333334
CAT,125,FA18,A,0.93,0.97,0.37777777777777777,90,34,3.67,3.34,4.0,2.59,3.77,2.72,11.0,0.8333333333333334
CAT,125,FA18,B,0.93,0.96,0.9256756756756757,148,137,3.67,3.72,5.62,3.08,3.81,2.9,17.0,1.8333333333333333
CAT,125R,FA18,A,0.91,0.95,0.6507936507936508,189,123,3.68,3.63,3.51,2.68,3.62,2.98,9.0,0.8333333333333334
CAT,125,SP18,A,0.83,0.92,0.9157894736842105,190,174,3.75,3.69,3.19,2.31,3.41,2.83,11.0,0.8333333333333334
CAT,125,SP18,B,0.67,0.94,0.43956043956043955,91,40,3.46,3.32,4.62,3.0,3.21,2.82,17.0,1.8333333333333333
CAT,125R,SP18,A,0.87,0.97,0.631578947368421,190,120,3.76,3.71,3.96,2.7,3.63,2.99,9.0,0.8333333333333334
CAT,3,SP18,A,0.86,0.92,0.9442379182156134,269,254,3.64,3.61,4.13,2.91,3.62,2.97,10.0,0.8333333333333334
CAT,3,SP18,B,0.75,0.9,0.5465587044534413,247,135,3.66,3.56,3.79,2.82,3.33,2.94,11.0,1.3333333333333333
CAT,3,SP18,C,0.7,0.91,0.5487179487179488,195,107,3.41,3.36,3.4,2.75,2.98,2.71,15.5,1.3333333333333333
CAT,3,SP18,D,0.75,0.76,0.8787878787878788,198,174,3.56,3.6,3.08,2.55,3.23,2.91,17.0,1.3333333333333333
CAT,124,WI18,A,1.0,1.0,0.5,8,4,4.0,,3.0,,,,13.0,1.8333333333333333
CAT,125,WI18,A,0.88,0.92,0.8176795580110497,181,148,3.66,3.65,5.1,2.81,3.84,2.97,17.0,1.8333333333333333
CAT,125R,WI18,A,0.74,0.94,0.7368421052631579,190,140,3.68,3.65,3.57,2.61,3.3,2.99,9.0,0.8333333333333334
CAT,2,WI18,A,0.64,0.74,0.9395604395604396,182,171,3.38,3.34,4.23,3.19,3.29,2.92,15.5,1.3333333333333333
CAT,2,WI18,B,0.7,0.87,0.5675675675675675,185,105,3.49,3.47,4.46,2.94,3.2,2.94,11.0,1.3333333333333333
CAT,2,WI18,C,0.88,0.98,0.8961748633879781,183,164,3.58,3.63,4.94,3.14,3.6,2.85,12.0,0.8333333333333334
CAT,2,WI18,D,0.81,0.97,0.6071428571428571,196,119,3.45,3.44,3.79,2.8,3.4,2.8,17.0,1.3333333333333333
CAT,2,WI18,E,0.86,0.9,0.7888198757763976,161,127,3.52,3.45,4.39,2.78,3.81,3.0,10.0,0.8333333333333334
CAT,87,WI18,A,1.0,1.0,0.9090909090909091,11,10,4.0,,2.1,,,,,
CAT,1,FA17,A,0.7,0.79,0.7317073170731707,82,60,3.43,3.6,3.48,2.63,3.53,2.56,9.0,0.8333333333333334
CAT,1,FA17,B,0.75,0.85,0.8263473053892215,167,138,3.31,3.28,4.11,2.95,3.57,2.96,10.0,0.8333333333333334
CAT,1,FA17,C,0.65,0.85,0.8195488721804511,133,109,3.62,3.25,3.43,2.36,3.05,2.98,14.0,0.8333333333333334
CAT,1,FA17,D,0.92,0.97,0.9490445859872612,157,149,3.56,3.54,4.22,2.78,3.81,2.86,11.0,1.3333333333333333
CAT,1,FA17,E,0.7,0.71,0.5573770491803278,122,68,3.62,3.46,2.29,2.26,2.85,2.48,12.5,1.3333333333333333
CAT,1,FA17,F,0.82,0.93,0.6137931034482759,145,89,3.32,3.4,3.95,3.03,3.61,2.91,15.5,1.3333333333333333
CAT,124,FA17,A,1.0,1.0,0.8333333333333334,6,5,3.8,,2.9,2.4,4.8,3.0,12.0,1.8333333333333333
CAT,125,FA17,A,0.66,0.79,0.38562091503267976,153,59,3.68,3.69,3.39,2.44,3.02,2.74,12.0,0.8333333333333334
CAT,125,FA17,B,0.76,0.93,0.5212121212121212,165,86,3.57,3.26,4.07,2.7,3.2,2.92,17.0,1.8333333333333333
CAT,125R,FA17,A,0.8,0.96,0.7435897435897436,195,145,3.58,3.55,3.81,2.58,3.47,2.99,9.0,0.8333333333333334
CAT,124,SP17,A,0.86,1.0,0.391304347826087,23,9,3.57,4.0,4.5,3.57,3.71,2.86,10.0,1.8333333333333333
CAT,125,SP17,A,0.83,0.93,0.5581395348837209,172,96,3.63,3.58,4.7,2.78,3.72,2.89,13.0,0.8333333333333334
CAT,125,SP17,B,0.92,0.95,0.9097222222222222,144,131,3.66,3.73,5.16,3.21,3.88,2.97,17.0,1.8333333333333333
